pb2cpt8,-22.95858256,-67.78624131,5143.171,
pb2cpt9,-22.95859751,-67.78622414,5142.789,
pb2cpt10,-22.95859660,-67.78622563,5142.811,
pb2cpt11,-22.95859560,-67.78622372,5142.757,
pb2cpt12,-22.95859653,-67.78622443,5143.031,
actpt1,-22.95859537,-67.78772743,5140.309,
actpt2,-22.95864514,-67.78778076,5140.321,
actpt3,-22.95866413,-67.78785330,5140.304,
actpt4,-22.95864628,-67.78792656,5140.285,
actpt5,-22.95859753,-67.78798048,5140.301,
actpt6,-22.95852985,-67.78800092,5140.313,
actpt7,-22.95846179,-67.78798198,5140.298,
actpt8,-22.95841192,-67.78792864,5140.282,
actpt9,-22.95839316,-67.78785560,5140.303,
actpt10,-22.95841093,-67.78778249,5140.285,
actpt11,-22.95846007,-67.78772853,5140.321,
actpt12,-22.95852747,-67.78770841,5140.289,
newpt1,-22.95891186,-67.78847345,5139.024,
newpt3,-22.95897471,-67.78715487,5140.759,
newpt8,-22.96077974,-67.78587906,5126.177,
